"","location_name","wk_end_date","value"
"1","Alabama",2022-09-03,21
"2","Alabama",2022-09-10,11
"3","Alabama",2022-09-17,17
"4","Alabama",2022-09-24,20
"5","Alabama",2022-10-01,24
"6","Alabama",2022-10-08,41
"7","Alabama",2022-10-15,86
"8","Alabama",2022-10-22,141
"9","Alabama",2022-10-29,262
"10","Alabama",2022-11-05,360
"11","Alabama",2022-11-12,303
"12","Alabama",2022-11-19,226
"13","Alabama",2022-11-26,259
"14","Alaska",2022-09-03,0
"15","Alaska",2022-09-10,5
"16","Alaska",2022-09-17,0
"17","Alaska",2022-09-24,0
"18","Alaska",2022-10-01,2
"19","Alaska",2022-10-08,3
"20","Alaska",2022-10-15,2
"21","Alaska",2022-10-22,3
"22","Alaska",2022-10-29,14
"23","Alaska",2022-11-05,10
"24","Alaska",2022-11-12,20
"25","Alaska",2022-11-19,32
"26","Alaska",2022-11-26,60
"27","Arizona",2022-09-03,16
"28","Arizona",2022-09-10,5
"29","Arizona",2022-09-17,7
"30","Arizona",2022-09-24,9
"31","Arizona",2022-10-01,10
"32","Arizona",2022-10-08,18
"33","Arizona",2022-10-15,14
"34","Arizona",2022-10-22,22
"35","Arizona",2022-10-29,34
"36","Arizona",2022-11-05,84
"37","Arizona",2022-11-12,153
"38","Arizona",2022-11-19,339
"39","Arizona",2022-11-26,612
"40","Arkansas",2022-09-03,8
"41","Arkansas",2022-09-10,6
"42","Arkansas",2022-09-17,4
"43","Arkansas",2022-09-24,8
"44","Arkansas",2022-10-01,10
"45","Arkansas",2022-10-08,21
"46","Arkansas",2022-10-15,40
"47","Arkansas",2022-10-22,50
"48","Arkansas",2022-10-29,84
"49","Arkansas",2022-11-05,141
"50","Arkansas",2022-11-12,212
"51","Arkansas",2022-11-19,218
"52","Arkansas",2022-11-26,447
"53","California",2022-09-03,35
"54","California",2022-09-10,29
"55","California",2022-09-17,24
"56","California",2022-09-24,35
"57","California",2022-10-01,72
"58","California",2022-10-08,93
"59","California",2022-10-15,97
"60","California",2022-10-22,124
"61","California",2022-10-29,211
"62","California",2022-11-05,456
"63","California",2022-11-12,928
"64","California",2022-11-19,1619
"65","California",2022-11-26,2792
"66","Colorado",2022-09-03,1
"67","Colorado",2022-09-10,3
"68","Colorado",2022-09-17,3
"69","Colorado",2022-09-24,4
"70","Colorado",2022-10-01,3
"71","Colorado",2022-10-08,1
"72","Colorado",2022-10-15,5
"73","Colorado",2022-10-22,15
"74","Colorado",2022-10-29,32
"75","Colorado",2022-11-05,32
"76","Colorado",2022-11-12,61
"77","Colorado",2022-11-19,114
"78","Colorado",2022-11-26,157
"79","Connecticut",2022-09-03,4
"80","Connecticut",2022-09-10,3
"81","Connecticut",2022-09-17,4
