"","location_name","wk_end_date","value"
"80","Arizona",2022-12-31,656
"81","Arizona",2023-01-07,349
"82","Arizona",2023-01-14,139
"83","Arizona",2023-01-21,112
"84","Arizona",2023-01-28,49
"85","Arizona",2023-02-04,71
"86","Arizona",2023-02-11,52
"87","Arizona",2023-02-18,38
"88","Arizona",2023-02-25,53
"89","Arizona",2023-03-04,47
"90","Arizona",2023-03-11,48
"91","Arizona",2023-03-18,54
"92","Arizona",2023-03-25,42
"93","Arizona",2023-04-01,46
"94","Arkansas",2022-09-03,8
"95","Arkansas",2022-09-10,6
"96","Arkansas",2022-09-17,4
"97","Arkansas",2022-09-24,8
"98","Arkansas",2022-10-01,10
"99","Arkansas",2022-10-08,21
"100","Arkansas",2022-10-15,40
"101","Arkansas",2022-10-22,50
"102","Arkansas",2022-10-29,84
"103","Arkansas",2022-11-05,141
"104","Arkansas",2022-11-12,212
"105","Arkansas",2022-11-19,218
"106","Arkansas",2022-11-26,435
"107","Arkansas",2022-12-03,468
"108","Arkansas",2022-12-10,331
"109","Arkansas",2022-12-17,234
"110","Arkansas",2022-12-24,189
"111","Arkansas",2022-12-31,217
"112","Arkansas",2023-01-07,146
"113","Arkansas",2023-01-14,97
"114","Arkansas",2023-01-21,61
"115","Arkansas",2023-01-28,30
"116","Arkansas",2023-02-04,21
"117","Arkansas",2023-02-11,35
"118","Arkansas",2023-02-18,25
"119","Arkansas",2023-02-25,32
"120","Arkansas",2023-03-04,33
"121","Arkansas",2023-03-11,18
"122","Arkansas",2023-03-18,14
"123","Arkansas",2023-03-25,22
"124","Arkansas",2023-04-01,24
"125","California",2022-09-03,35
"126","California",2022-09-10,29
"127","California",2022-09-17,24
"128","California",2022-09-24,35
"129","California",2022-10-01,72
"130","California",2022-10-08,93
"131","California",2022-10-15,97
"132","California",2022-10-22,124
"133","California",2022-10-29,211
"134","California",2022-11-05,456
"135","California",2022-11-12,928
"136","California",2022-11-19,1616
"137","California",2022-11-26,2790
"138","California",2022-12-03,3138
"139","California",2022-12-10,2275
"140","California",2022-12-17,1574
"141","California",2022-12-24,1570
"142","California",2022-12-31,1380
"143","California",2023-01-07,847
"144","California",2023-01-14,350
"145","California",2023-01-21,196
"146","California",2023-01-28,109
"147","California",2023-02-04,112
"148","California",2023-02-11,91
"149","California",2023-02-18,73
"150","California",2023-02-25,86
"151","California",2023-03-04,59
"152","California",2023-03-11,49
"153","California",2023-03-18,58
"154","California",2023-03-25,32
"155","California",2023-04-01,34
"156","Colorado",2022-09-03,1
"157","Colorado",2022-09-10,3
"158","Colorado",2022-09-17,3
"159","Colorado",2022-09-24,4
"160","Colorado",2022-10-01,3
"161","Colorado",2022-10-08,1
"162","Colorado",2022-10-15,5
"163","Colorado",2022-10-22,15
"164","Colorado",2022-10-29,32
"165","Colorado",2022-11-05,32
"166","Colorado",2022-11-12,61
"167","Colorado",2022-11-19,114
"168","Colorado",2022-11-26,157
"169","Colorado",2022-12-03,160
"170","Colorado",2022-12-10,243
"171","Colorado",2022-12-17,255
"172","Colorado",2022-12-24,350
"173","Colorado",2022-12-31,311
"174","Colorado",2023-01-07,146
"175","Colorado",2023-01-14,85
"176","Colorado",2023-01-21,33
"177","Colorado",2023-01-28,30
"178","Colorado",2023-02-04,38
"179","Colorado",2023-02-11,24
"180","Colorado",2023-02-18,16
"181","Colorado",2023-02-25,14
"182","Colorado",2023-03-04,17
"183","Colorado",2023-03-11,11
"184","Colorado",2023-03-18,10
"185","Colorado",2023-03-25,11
"186","Colorado",2023-04-01,6
"187","Connecticut",2022-09-03,4
"188","Connecticut",2022-09-10,3
"189","Connecticut",2022-09-17,4
"190","Connecticut",2022-09-24,3
"191","Connecticut",2022-10-01,2
"192","Connecticut",2022-10-08,3
"193","Connecticut",2022-10-15,9
"194","Connecticut",2022-10-22,9
"195","Connecticut",2022-10-29,37
"196","Connecticut",2022-11-05,41
"197","Connecticut",2022-11-12,58
"198","Connecticut",2022-11-19,104
"199","Connecticut",2022-11-26,199
"200","Connecticut",2022-12-03,424
"201","Connecticut",2022-12-10,419
"202","Connecticut",2022-12-17,352
"203","Connecticut",2022-12-24,275
"204","Connecticut",2022-12-31,248
"205","Connecticut",2023-01-07,160
"206","Connecticut",2023-01-14,72
"207","Connecticut",2023-01-21,31
"208","Connecticut",2023-01-28,32
"209","Connecticut",2023-02-04,14
"210","Connecticut",2023-02-11,14
"211","Connecticut",2023-02-18,16
"212","Connecticut",2023-02-25,16
"213","Connecticut",2023-03-04,9
"214","Connecticut",2023-03-11,21
"215","Connecticut",2023-03-18,9
"216","Connecticut",2023-03-25,12
"217","Connecticut",2023-04-01,13
"218","Delaware",2022-09-03,3
"219","Delaware",2022-09-10,0
"220","Delaware",2022-09-17,2
"221","Delaware",2022-09-24,0
"222","Delaware",2022-10-01,0
"223","Delaware",2022-10-08,0
"224","Delaware",2022-10-15,0
"225","Delaware",2022-10-22,1
"226","Delaware",2022-10-29,4
"227","Delaware",2022-11-05,11
"228","Delaware",2022-11-12,15
"229","Delaware",2022-11-19,53
"230","Delaware",2022-11-26,48
"231","Delaware",2022-12-03,79
"232","Delaware",2022-12-10,28
"233","Delaware",2022-12-17,27
"234","Delaware",2022-12-24,29
"235","Delaware",2022-12-31,46
"236","Delaware",2023-01-07,41
"237","Delaware",2023-01-14,11
"238","Delaware",2023-01-21,5
"239","Delaware",2023-01-28,5
"240","Delaware",2023-02-04,15
"241","Delaware",2023-02-11,1
"242","Delaware",2023-02-18,1
"243","Delaware",2023-02-25,0
"244","Delaware",2023-03-04,5
"245","Delaware",2023-03-11,1
"246","Delaware",2023-03-18,0
"247","Delaware",2023-03-25,2
"248","Delaware",2023-04-01,2
"249","District of Columbia",2022-09-03,0
"250","District of Columbia",2022-09-10,0
"251","District of Columbia",2022-09-17,0
"252","District of Columbia",2022-09-24,1
"253","District of Columbia",2022-10-01,0
"254","District of Columbia",2022-10-08,1
"255","District of Columbia",2022-10-15,2
"256","District of Columbia",2022-10-22,8
"257","District of Columbia",2022-10-29,11
"258","District of Columbia",2022-11-05,36
"259","District of Columbia",2022-11-12,44
"260","District of Columbia",2022-11-19,35
"261","District of Columbia",2022-11-26,70
"262","District of Columbia",2022-12-03,56
"263","District of Columbia",2022-12-10,42
"264","District of Columbia",2022-12-17,20
"265","District of Columbia",2022-12-24,26
"266","District of Columbia",2022-12-31,27
"267","District of Columbia",2023-01-07,15
"268","District of Columbia",2023-01-14,5
"269","District of Columbia",2023-01-21,10
"270","District of Columbia",2023-01-28,6
"271","District of Columbia",2023-02-04,8
"272","District of Columbia",2023-02-11,6
"273","District of Columbia",2023-02-18,4
"274","District of Columbia",2023-02-25,4
"275","District of Columbia",2023-03-04,5
"276","District of Columbia",2023-03-11,1
"277","District of Columbia",2023-03-18,3
"278","District of Columbia",2023-03-25,2
"279","District of Columbia",2023-04-01,11
"280","Florida",2022-09-03,70
"281","Florida",2022-09-10,60
"282","Florida",2022-09-17,78
"283","Florida",2022-09-24,81
"284","Florida",2022-10-01,77
"285","Florida",2022-10-08,110
"286","Florida",2022-10-15,105
"287","Florida",2022-10-22,125
"288","Florida",2022-10-29,260
"289","Florida",2022-11-05,304
"290","Florida",2022-11-12,490
"291","Florida",2022-11-19,504
"292","Florida",2022-11-26,803
"293","Florida",2022-12-03,896
"294","Florida",2022-12-10,789
"295","Florida",2022-12-17,890
"296","Florida",2022-12-24,982
"297","Florida",2022-12-31,1297
"298","Florida",2023-01-07,1214
"299","Florida",2023-01-14,714
"300","Florida",2023-01-21,577
"301","Florida",2023-01-28,410
"302","Florida",2023-02-04,343
"303","Florida",2023-02-11,300
"304","Florida",2023-02-18,226
"305","Florida",2023-02-25,206
"306","Florida",2023-03-04,184
"307","Florida",2023-03-11,188
"308","Florida",2023-03-18,201
"309","Florida",2023-03-25,161
"310","Florida",2023-04-01,142
"311","Georgia",2022-09-03,22
"312","Georgia",2022-09-10,38
"313","Georgia",2022-09-17,36
"314","Georgia",2022-09-24,39
"315","Georgia",2022-10-01,54
"316","Georgia",2022-10-08,87
"317","Georgia",2022-10-15,113
"318","Georgia",2022-10-22,119
"319","Georgia",2022-10-29,176
"320","Georgia",2022-11-05,217
"321","Georgia",2022-11-12,250
"322","Georgia",2022-11-19,193
"323","Georgia",2022-11-26,251
"324","Georgia",2022-12-03,252
"325","Georgia",2022-12-10,172
"326","Georgia",2022-12-17,139
"327","Georgia",2022-12-24,138
"328","Georgia",2022-12-31,174
"329","Georgia",2023-01-07,156
"330","Georgia",2023-01-14,105
"331","Georgia",2023-01-21,71
"332","Georgia",2023-01-28,68
"333","Georgia",2023-02-04,88
"334","Georgia",2023-02-11,82
"335","Georgia",2023-02-18,69
"336","Georgia",2023-02-25,70
"337","Georgia",2023-03-04,44
"338","Georgia",2023-03-11,55
"339","Georgia",2023-03-18,51
"340","Georgia",2023-03-25,68
"341","Georgia",2023-04-01,53
"342","Hawaii",2022-09-03,2
"343","Hawaii",2022-09-10,1
"344","Hawaii",2022-09-17,2
"345","Hawaii",2022-09-24,3
"346","Hawaii",2022-10-01,5
"347","Hawaii",2022-10-08,4
"348","Hawaii",2022-10-15,6
"349","Hawaii",2022-10-22,4
"350","Hawaii",2022-10-29,6
"351","Hawaii",2022-11-05,8
"352","Hawaii",2022-11-12,25
"353","Hawaii",2022-11-19,10
"354","Hawaii",2022-11-26,12
"355","Hawaii",2022-12-03,12
"356","Hawaii",2022-12-10,11
"357","Hawaii",2022-12-17,17
"358","Hawaii",2022-12-24,31
"359","Hawaii",2022-12-31,28
"360","Hawaii",2023-01-07,10
"361","Hawaii",2023-01-14,9
"362","Hawaii",2023-01-21,0
"363","Hawaii",2023-01-28,11
"364","Hawaii",2023-02-04,6
"365","Hawaii",2023-02-11,10
"366","Hawaii",2023-02-18,4
"367","Hawaii",2023-02-25,5
"368","Hawaii",2023-03-04,1
"369","Hawaii",2023-03-11,4
"370","Hawaii",2023-03-18,3
"371","Hawaii",2023-03-25,2
"372","Hawaii",2023-04-01,6
"373","Idaho",2022-09-03,3
"374","Idaho",2022-09-10,0
"375","Idaho",2022-09-17,1
"376","Idaho",2022-09-24,3
"377","Idaho",2022-10-01,2
"378","Idaho",2022-10-08,1
"379","Idaho",2022-10-15,1
"380","Idaho",2022-10-22,1
"381","Idaho",2022-10-29,1
"382","Idaho",2022-11-05,20
"383","Idaho",2022-11-12,14
"384","Idaho",2022-11-19,60
"385","Idaho",2022-11-26,155
"386","Idaho",2022-12-03,189
"387","Idaho",2022-12-10,195
"388","Idaho",2022-12-17,285
"389","Idaho",2022-12-24,195
"390","Idaho",2022-12-31,219
"391","Idaho",2023-01-07,101
"392","Idaho",2023-01-14,42
"393","Idaho",2023-01-21,30
"394","Idaho",2023-01-28,17
"395","Idaho",2023-02-04,4
"396","Idaho",2023-02-11,4
"397","Idaho",2023-02-18,8
"398","Idaho",2023-02-25,3
"399","Idaho",2023-03-04,3
"400","Idaho",2023-03-11,4
"401","Idaho",2023-03-18,5
"402","Idaho",2023-03-25,5
"403","Idaho",2023-04-01,1
"404","Illinois",2022-09-03,10
"405","Illinois",2022-09-10,3
"406","Illinois",2022-09-17,5
"407","Illinois",2022-09-24,16
"408","Illinois",2022-10-01,11
"409","Illinois",2022-10-08,11
"410","Illinois",2022-10-15,31
"411","Illinois",2022-10-22,45
"412","Illinois",2022-10-29,104
"413","Illinois",2022-11-05,181
"414","Illinois",2022-11-12,276
"415","Illinois",2022-11-19,447
"416","Illinois",2022-11-26,915
"417","Illinois",2022-12-03,1125
"418","Illinois",2022-12-10,973
"419","Illinois",2022-12-17,748
"420","Illinois",2022-12-24,563
"421","Illinois",2022-12-31,572
"422","Illinois",2023-01-07,393
"423","Illinois",2023-01-14,166
"424","Illinois",2023-01-21,63
"425","Illinois",2023-01-28,64
"426","Illinois",2023-02-04,26
"427","Illinois",2023-02-11,33
"428","Illinois",2023-02-18,25
"429","Illinois",2023-02-25,36
"430","Illinois",2023-03-04,23
"431","Illinois",2023-03-11,14
"432","Illinois",2023-03-18,15
"433","Illinois",2023-03-25,27
"434","Illinois",2023-04-01,30
"435","Indiana",2022-09-03,22
"436","Indiana",2022-09-10,27
"437","Indiana",2022-09-17,26
"438","Indiana",2022-09-24,34
"439","Indiana",2022-10-01,33
"440","Indiana",2022-10-08,51
"441","Indiana",2022-10-15,57
"442","Indiana",2022-10-22,72
"443","Indiana",2022-10-29,102
"444","Indiana",2022-11-05,149
"445","Indiana",2022-11-12,141
"446","Indiana",2022-11-19,264
"447","Indiana",2022-11-26,505
"448","Indiana",2022-12-03,826
"449","Indiana",2022-12-10,851
"450","Indiana",2022-12-17,685
"451","Indiana",2022-12-24,594
"452","Indiana",2022-12-31,570
"453","Indiana",2023-01-07,340
"454","Indiana",2023-01-14,149
"455","Indiana",2023-01-21,96
"456","Indiana",2023-01-28,65
"457","Indiana",2023-02-04,43
"458","Indiana",2023-02-11,37
"459","Indiana",2023-02-18,34
"460","Indiana",2023-02-25,47
"461","Indiana",2023-03-04,43
"462","Indiana",2023-03-11,31
"463","Indiana",2023-03-18,33
"464","Indiana",2023-03-25,22
"465","Indiana",2023-04-01,43
"466","Iowa",2022-09-03,3
"467","Iowa",2022-09-10,0
"468","Iowa",2022-09-17,1
"469","Iowa",2022-09-24,7
"470","Iowa",2022-10-01,5
"471","Iowa",2022-10-08,5
"472","Iowa",2022-10-15,7
"473","Iowa",2022-10-22,10
"474","Iowa",2022-10-29,19
"475","Iowa",2022-11-05,16
"476","Iowa",2022-11-12,23
"477","Iowa",2022-11-19,37
"478","Iowa",2022-11-26,139
"479","Iowa",2022-12-03,201
"480","Iowa",2022-12-10,235
"481","Iowa",2022-12-17,352
"482","Iowa",2022-12-24,335
"483","Iowa",2022-12-31,301
"484","Iowa",2023-01-07,202
"485","Iowa",2023-01-14,87
"486","Iowa",2023-01-21,43
"487","Iowa",2023-01-28,44
"488","Iowa",2023-02-04,11
"489","Iowa",2023-02-11,15
"490","Iowa",2023-02-18,9
"491","Iowa",2023-02-25,9
"492","Iowa",2023-03-04,9
"493","Iowa",2023-03-11,8
"494","Iowa",2023-03-18,7
"495","Iowa",2023-03-25,7
"496","Iowa",2023-04-01,4
"497","Kansas",2022-09-03,3
"498","Kansas",2022-09-10,0
"499","Kansas",2022-09-17,0
"500","Kansas",2022-09-24,1
"501","Kansas",2022-10-01,5
"502","Kansas",2022-10-08,5
"503","Kansas",2022-10-15,7
"504","Kansas",2022-10-22,16
"505","Kansas",2022-10-29,20
"506","Kansas",2022-11-05,37
"507","Kansas",2022-11-12,49
"508","Kansas",2022-11-19,68
"509","Kansas",2022-11-26,187
"510","Kansas",2022-12-03,303
"511","Kansas",2022-12-10,253
"512","Kansas",2022-12-17,223
"513","Kansas",2022-12-24,186
"514","Kansas",2022-12-31,176
"515","Kansas",2023-01-07,115
"516","Kansas",2023-01-14,47
"517","Kansas",2023-01-21,46
"518","Kansas",2023-01-28,18
"519","Kansas",2023-02-04,11
"520","Kansas",2023-02-11,10
"521","Kansas",2023-02-18,5
"522","Kansas",2023-02-25,9
"523","Kansas",2023-03-04,2
"524","Kansas",2023-03-11,6
"525","Kansas",2023-03-18,9
"526","Kansas",2023-03-25,7
"527","Kansas",2023-04-01,8
"528","Kentucky",2022-09-03,6
"529","Kentucky",2022-09-10,19
"530","Kentucky",2022-09-17,3
"531","Kentucky",2022-09-24,11
"532","Kentucky",2022-10-01,3
"533","Kentucky",2022-10-08,10
"534","Kentucky",2022-10-15,23
"535","Kentucky",2022-10-22,15
"536","Kentucky",2022-10-29,66
"537","Kentucky",2022-11-05,139
"538","Kentucky",2022-11-12,227
"539","Kentucky",2022-11-19,313
"540","Kentucky",2022-11-26,603
"541","Kentucky",2022-12-03,807
"542","Kentucky",2022-12-10,691
"543","Kentucky",2022-12-17,418
"544","Kentucky",2022-12-24,268
"545","Kentucky",2022-12-31,231
"546","Kentucky",2023-01-07,123
"547","Kentucky",2023-01-14,62
"548","Kentucky",2023-01-21,30
"549","Kentucky",2023-01-28,29
"550","Kentucky",2023-02-04,15
"551","Kentucky",2023-02-11,33
"552","Kentucky",2023-02-18,18
"553","Kentucky",2023-02-25,13
"554","Kentucky",2023-03-04,10
"555","Kentucky",2023-03-11,17
"556","Kentucky",2023-03-18,27
"557","Kentucky",2023-03-25,15
"558","Kentucky",2023-04-01,13
"559","Louisiana",2022-09-03,6
"560","Louisiana",2022-09-10,19
"561","Louisiana",2022-09-17,18
"562","Louisiana",2022-09-24,23
"563","Louisiana",2022-10-01,38
"564","Louisiana",2022-10-08,43
"565","Louisiana",2022-10-15,82
"566","Louisiana",2022-10-22,97
"567","Louisiana",2022-10-29,188
"568","Louisiana",2022-11-05,170
"569","Louisiana",2022-11-12,167
"570","Louisiana",2022-11-19,177
"571","Louisiana",2022-11-26,240
"572","Louisiana",2022-12-03,294
"573","Louisiana",2022-12-10,253
"574","Louisiana",2022-12-17,146
"575","Louisiana",2022-12-24,141
"576","Louisiana",2022-12-31,189
"577","Louisiana",2023-01-07,147
"578","Louisiana",2023-01-14,89
"579","Louisiana",2023-01-21,70
"580","Louisiana",2023-01-28,42
"581","Louisiana",2023-02-04,34
"582","Louisiana",2023-02-11,55
"583","Louisiana",2023-02-18,28
"584","Louisiana",2023-02-25,23
"585","Louisiana",2023-03-04,26
"586","Louisiana",2023-03-11,18
"587","Louisiana",2023-03-18,26
"588","Louisiana",2023-03-25,21
"589","Louisiana",2023-04-01,28
"590","Maine",2022-09-03,0
"591","Maine",2022-09-10,0
"592","Maine",2022-09-17,0
"593","Maine",2022-09-24,0
"594","Maine",2022-10-01,1
"595","Maine",2022-10-08,0
"596","Maine",2022-10-15,0
"597","Maine",2022-10-22,0
"598","Maine",2022-10-29,3
"599","Maine",2022-11-05,3
"600","Maine",2022-11-12,11
"601","Maine",2022-11-19,14
"602","Maine",2022-11-26,34
"603","Maine",2022-12-03,110
"604","Maine",2022-12-10,120
"605","Maine",2022-12-17,196
"606","Maine",2022-12-24,212
"607","Maine",2022-12-31,186
"608","Maine",2023-01-07,109
"609","Maine",2023-01-14,53
"610","Maine",2023-01-21,31
"611","Maine",2023-01-28,11
"612","Maine",2023-02-04,9
"613","Maine",2023-02-11,7
"614","Maine",2023-02-18,3
"615","Maine",2023-02-25,0
"616","Maine",2023-03-04,4
"617","Maine",2023-03-11,0
"618","Maine",2023-03-18,5
"619","Maine",2023-03-25,1
"620","Maine",2023-04-01,5
"621","Maryland",2022-09-03,1
"622","Maryland",2022-09-10,3
"623","Maryland",2022-09-17,8
"624","Maryland",2022-09-24,3
"625","Maryland",2022-10-01,9
"626","Maryland",2022-10-08,21
"627","Maryland",2022-10-15,25
"628","Maryland",2022-10-22,49
"629","Maryland",2022-10-29,109
"630","Maryland",2022-11-05,165
"631","Maryland",2022-11-12,224
"632","Maryland",2022-11-19,218
"633","Maryland",2022-11-26,332
"634","Maryland",2022-12-03,405
"635","Maryland",2022-12-10,319
"636","Maryland",2022-12-17,278
"637","Maryland",2022-12-24,227
"638","Maryland",2022-12-31,221
"639","Maryland",2023-01-07,161
"640","Maryland",2023-01-14,102
"641","Maryland",2023-01-21,61
"642","Maryland",2023-01-28,37
"643","Maryland",2023-02-04,56
"644","Maryland",2023-02-11,36
"645","Maryland",2023-02-18,25
"646","Maryland",2023-02-25,26
"647","Maryland",2023-03-04,12
"648","Maryland",2023-03-11,16
"649","Maryland",2023-03-18,14
"650","Maryland",2023-03-25,19
"651","Maryland",2023-04-01,7
"652","Massachusetts",2022-09-03,7
"653","Massachusetts",2022-09-10,4
"654","Massachusetts",2022-09-17,2
"655","Massachusetts",2022-09-24,4
"656","Massachusetts",2022-10-01,4
"657","Massachusetts",2022-10-08,8
"658","Massachusetts",2022-10-15,7
"659","Massachusetts",2022-10-22,8
"660","Massachusetts",2022-10-29,14
"661","Massachusetts",2022-11-05,31
"662","Massachusetts",2022-11-12,43
"663","Massachusetts",2022-11-19,79
"664","Massachusetts",2022-11-26,221
"665","Massachusetts",2022-12-03,446
"666","Massachusetts",2022-12-10,578
"667","Massachusetts",2022-12-17,694
"668","Massachusetts",2022-12-24,769
"669","Massachusetts",2022-12-31,733
"670","Massachusetts",2023-01-07,466
"671","Massachusetts",2023-01-14,238
"672","Massachusetts",2023-01-21,122
"673","Massachusetts",2023-01-28,71
"674","Massachusetts",2023-02-04,52
"675","Massachusetts",2023-02-11,63
"676","Massachusetts",2023-02-18,37
"677","Massachusetts",2023-02-25,17
"678","Massachusetts",2023-03-04,15
"679","Massachusetts",2023-03-11,19
"680","Massachusetts",2023-03-18,20
"681","Massachusetts",2023-03-25,19
"682","Massachusetts",2023-04-01,14
"683","Michigan",2022-09-03,1
"684","Michigan",2022-09-10,10
"685","Michigan",2022-09-17,3
"686","Michigan",2022-09-24,5
"687","Michigan",2022-10-01,4
"688","Michigan",2022-10-08,13
"689","Michigan",2022-10-15,14
"690","Michigan",2022-10-22,17
"691","Michigan",2022-10-29,46
"692","Michigan",2022-11-05,59
"693","Michigan",2022-11-12,90
"694","Michigan",2022-11-19,193
"695","Michigan",2022-11-26,313
"696","Michigan",2022-12-03,485
"697","Michigan",2022-12-10,601
"698","Michigan",2022-12-17,1003
"699","Michigan",2022-12-24,1109
"700","Michigan",2022-12-31,1134
"701","Michigan",2023-01-07,642
"702","Michigan",2023-01-14,290
"703","Michigan",2023-01-21,150
"704","Michigan",2023-01-28,86
"705","Michigan",2023-02-04,86
"706","Michigan",2023-02-11,51
"707","Michigan",2023-02-18,59
"708","Michigan",2023-02-25,57
"709","Michigan",2023-03-04,44
"710","Michigan",2023-03-11,41
"711","Michigan",2023-03-18,31
"712","Michigan",2023-03-25,19
"713","Michigan",2023-04-01,17
"714","Minnesota",2022-09-03,1
"715","Minnesota",2022-09-10,1
"716","Minnesota",2022-09-17,0
"717","Minnesota",2022-09-24,3
"718","Minnesota",2022-10-01,2
"719","Minnesota",2022-10-08,11
"720","Minnesota",2022-10-15,7
"721","Minnesota",2022-10-22,11
"722","Minnesota",2022-10-29,43
"723","Minnesota",2022-11-05,85
"724","Minnesota",2022-11-12,182
"725","Minnesota",2022-11-19,268
"726","Minnesota",2022-11-26,382
"727","Minnesota",2022-12-03,447
"728","Minnesota",2022-12-10,325
"729","Minnesota",2022-12-17,236
"730","Minnesota",2022-12-24,162
"731","Minnesota",2022-12-31,164
"732","Minnesota",2023-01-07,75
"733","Minnesota",2023-01-14,48
"734","Minnesota",2023-01-21,25
"735","Minnesota",2023-01-28,15
"736","Minnesota",2023-02-04,16
"737","Minnesota",2023-02-11,9
"738","Minnesota",2023-02-18,8
"739","Minnesota",2023-02-25,8
"740","Minnesota",2023-03-04,7
"741","Minnesota",2023-03-11,4
"742","Minnesota",2023-03-18,6
"743","Minnesota",2023-03-25,6
"744","Minnesota",2023-04-01,9
"745","Mississippi",2022-09-03,19
"746","Mississippi",2022-09-10,22
"747","Mississippi",2022-09-17,32
"748","Mississippi",2022-09-24,20
"749","Mississippi",2022-10-01,35
"750","Mississippi",2022-10-08,58
"751","Mississippi",2022-10-15,70
"752","Mississippi",2022-10-22,90
"753","Mississippi",2022-10-29,165
"754","Mississippi",2022-11-05,255
"755","Mississippi",2022-11-12,258
"756","Mississippi",2022-11-19,243
"757","Mississippi",2022-11-26,282
"758","Mississippi",2022-12-03,258
"759","Mississippi",2022-12-10,171
"760","Mississippi",2022-12-17,133
"761","Mississippi",2022-12-24,87
"762","Mississippi",2022-12-31,122
"763","Mississippi",2023-01-07,86
"764","Mississippi",2023-01-14,47
"765","Mississippi",2023-01-21,58
"766","Mississippi",2023-01-28,30
"767","Mississippi",2023-02-04,27
"768","Mississippi",2023-02-11,19
"769","Mississippi",2023-02-18,33
"770","Mississippi",2023-02-25,31
"771","Mississippi",2023-03-04,34
"772","Mississippi",2023-03-11,30
"773","Mississippi",2023-03-18,23
"774","Mississippi",2023-03-25,14
"775","Mississippi",2023-04-01,17
"776","Missouri",2022-09-03,10
"777","Missouri",2022-09-10,4
"778","Missouri",2022-09-17,6
"779","Missouri",2022-09-24,7
"780","Missouri",2022-10-01,14
"781","Missouri",2022-10-08,6
"782","Missouri",2022-10-15,12
"783","Missouri",2022-10-22,23
"784","Missouri",2022-10-29,56
"785","Missouri",2022-11-05,71
"786","Missouri",2022-11-12,115
"787","Missouri",2022-11-19,221
"788","Missouri",2022-11-26,548
"789","Missouri",2022-12-03,861
"790","Missouri",2022-12-10,861
"791","Missouri",2022-12-17,717
"792","Missouri",2022-12-24,548
"793","Missouri",2022-12-31,642
"794","Missouri",2023-01-07,370
"795","Missouri",2023-01-14,176
"796","Missouri",2023-01-21,94
"797","Missouri",2023-01-28,68
"798","Missouri",2023-02-04,52
"799","Missouri",2023-02-11,39
"800","Missouri",2023-02-18,45
"801","Missouri",2023-02-25,33
"802","Missouri",2023-03-04,38
"803","Missouri",2023-03-11,37
"804","Missouri",2023-03-18,22
"805","Missouri",2023-03-25,31
"806","Missouri",2023-04-01,35
"807","Montana",2022-09-03,0
"808","Montana",2022-09-10,0
"809","Montana",2022-09-17,1
"810","Montana",2022-09-24,0
