"","location_name","wk_end_date","value"
"1","Alabama",2022-09-03,21
"2","Alabama",2022-09-10,11
"3","Alabama",2022-09-17,17
"4","Alabama",2022-09-24,20
"5","Alabama",2022-10-01,24
"6","Alabama",2022-10-08,41
"7","Alabama",2022-10-15,86
"8","Alabama",2022-10-22,141
"9","Alabama",2022-10-29,262
"10","Alabama",2022-11-05,360
"11","Alabama",2022-11-12,303
"12","Alabama",2022-11-19,226
"13","Alabama",2022-11-26,261
"14","Alabama",2022-12-03,351
"15","Alabama",2022-12-10,223
"16","Alabama",2022-12-17,143
"17","Alabama",2022-12-24,155
"18","Alabama",2022-12-31,140
"19","Alabama",2023-01-07,125
"20","Alabama",2023-01-14,94
"21","Alabama",2023-01-21,57
"22","Alabama",2023-01-28,42
"23","Alabama",2023-02-04,28
"24","Alabama",2023-02-11,33
"25","Alabama",2023-02-18,31
"26","Alabama",2023-02-25,26
"27","Alabama",2023-03-04,18
"28","Alabama",2023-03-11,16
"29","Alabama",2023-03-18,24
"30","Alabama",2023-03-25,20
"31","Alabama",2023-04-01,26
"32","Alabama",2023-04-08,15
"33","Alabama",2023-04-15,19
"34","Alabama",2023-04-22,19
"35","Alabama",2023-04-29,12
"36","Alabama",2023-05-06,6
"37","Alabama",2023-05-13,16
"38","Alaska",2022-09-03,0
"39","Alaska",2022-09-10,5
"40","Alaska",2022-09-17,0
"41","Alaska",2022-09-24,0
"42","Alaska",2022-10-01,2
"43","Alaska",2022-10-08,3
"44","Alaska",2022-10-15,2
"45","Alaska",2022-10-22,3
"46","Alaska",2022-10-29,14
"47","Alaska",2022-11-05,10
"48","Alaska",2022-11-12,20
"49","Alaska",2022-11-19,38
"50","Alaska",2022-11-26,66
"51","Alaska",2022-12-03,58
"52","Alaska",2022-12-10,77
"53","Alaska",2022-12-17,50
"54","Alaska",2022-12-24,44
"55","Alaska",2022-12-31,56
"56","Alaska",2023-01-07,32
"57","Alaska",2023-01-14,8
"58","Alaska",2023-01-21,10
"59","Alaska",2023-01-28,3
"60","Alaska",2023-02-04,5
"61","Alaska",2023-02-11,2
"62","Alaska",2023-02-18,5
"63","Alaska",2023-02-25,4
"64","Alaska",2023-03-04,3
"65","Alaska",2023-03-11,5
"66","Alaska",2023-03-18,1
"67","Alaska",2023-03-25,4
"68","Alaska",2023-04-01,0
"69","Alaska",2023-04-08,2
"70","Alaska",2023-04-15,2
"71","Alaska",2023-04-22,1
"72","Alaska",2023-04-29,0
"73","Alaska",2023-05-06,6
"74","Alaska",2023-05-13,0
"75","Arizona",2022-09-03,16
"76","Arizona",2022-09-10,5
"77","Arizona",2022-09-17,7
"78","Arizona",2022-09-24,9
"79","Arizona",2022-10-01,10
