"","location_name","wk_end_date","value"
"1","Alabama",2022-09-03,21
"2","Alabama",2022-09-10,11
"3","Alabama",2022-09-17,17
"4","Alabama",2022-09-24,20
"5","Alabama",2022-10-01,24
"6","Alabama",2022-10-08,41
"7","Alabama",2022-10-15,86
"8","Alabama",2022-10-22,141
"9","Alabama",2022-10-29,262
"10","Alabama",2022-11-05,361
"11","Alabama",2022-11-12,306
"12","Alaska",2022-09-03,0
"13","Alaska",2022-09-10,5
"14","Alaska",2022-09-17,0
"15","Alaska",2022-09-24,0
"16","Alaska",2022-10-01,2
"17","Alaska",2022-10-08,3
"18","Alaska",2022-10-15,2
"19","Alaska",2022-10-22,3
"20","Alaska",2022-10-29,14
"21","Alaska",2022-11-05,10
"22","Alaska",2022-11-12,12
"23","Arizona",2022-09-03,16
"24","Arizona",2022-09-10,5
"25","Arizona",2022-09-17,7
"26","Arizona",2022-09-24,9
"27","Arizona",2022-10-01,10
"28","Arizona",2022-10-08,18
"29","Arizona",2022-10-15,14
"30","Arizona",2022-10-22,22
"31","Arizona",2022-10-29,34
"32","Arizona",2022-11-05,84
"33","Arizona",2022-11-12,149
"34","Arkansas",2022-09-03,8
"35","Arkansas",2022-09-10,6
"36","Arkansas",2022-09-17,4
"37","Arkansas",2022-09-24,8
"38","Arkansas",2022-10-01,10
"39","Arkansas",2022-10-08,21
"40","Arkansas",2022-10-15,40
"41","Arkansas",2022-10-22,50
"42","Arkansas",2022-10-29,84
"43","Arkansas",2022-11-05,141
"44","Arkansas",2022-11-12,232
"45","California",2022-09-03,35
"46","California",2022-09-10,29
"47","California",2022-09-17,24
"48","California",2022-09-24,35
"49","California",2022-10-01,72
"50","California",2022-10-08,93
"51","California",2022-10-15,97
"52","California",2022-10-22,124
"53","California",2022-10-29,211
"54","California",2022-11-05,456
"55","California",2022-11-12,850
"56","Colorado",2022-09-03,1
"57","Colorado",2022-09-10,3
"58","Colorado",2022-09-17,3
"59","Colorado",2022-09-24,4
"60","Colorado",2022-10-01,3
"61","Colorado",2022-10-08,1
"62","Colorado",2022-10-15,5
"63","Colorado",2022-10-22,15
"64","Colorado",2022-10-29,32
"65","Colorado",2022-11-05,32
"66","Colorado",2022-11-12,56
"67","Connecticut",2022-09-03,4
"68","Connecticut",2022-09-10,3
"69","Connecticut",2022-09-17,4
"70","Connecticut",2022-09-24,3
"71","Connecticut",2022-10-01,2
"72","Connecticut",2022-10-08,3
"73","Connecticut",2022-10-15,9
"74","Connecticut",2022-10-22,9
"75","Connecticut",2022-10-29,37
"76","Connecticut",2022-11-05,41
"77","Connecticut",2022-11-12,65
"78","Delaware",2022-09-03,3
"79","Delaware",2022-09-10,0
"80","Delaware",2022-09-17,2
